strain,rep,hpi,source,target,weight,tx,ty,px_size_x_source,px_size_y_source,px_size_x_target,px_size_y_target,warning
Nepal,0,8,8,7,1.5728456338635321e-09,1.1062464219634447e-06,7.190291993071536e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,8,9,1.5703758779203864e-09,-8.720382653073563e-07,-7.282118312241034e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,2,3,1.672729079297705e-09,9.59943712278249e-07,6.779654230257619e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,2,7,1.6488216039968066e-09,-6.640367232995452e-07,1.4186614557751276e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,3,6,1.730533842561082e-09,-6.754891966216734e-07,2.0500947610108265e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,3,4,1.6762084949606748e-09,6.601160478923563e-07,6.068775737872864e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,4,5,1.8113017110974095e-09,-5.842821800424683e-07,2.738274593354527e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,0,0,1,2.4113554086749988e-09,6.616637140160885e-07,7.147990201983808e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,1,2,2.4139704184287132e-09,6.611478252933447e-07,6.835368832371069e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,2,3,2.3983767587122057e-09,8.85038404730967e-07,6.723939628370274e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,3,4,2.4218721219266947e-09,9.95332909645622e-07,7.504977212673377e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,4,5,1.4926251327912597e-11,,,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,overlap is smaller than pixel size
Nepal,1,0,5,6,2.3788322472483506e-09,-9.168163811948808e-07,-4.602653604005068e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,6,7,2.3931515370156717e-09,-8.443873000516872e-07,-5.276388700505921e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,0,7,8,2.390538926167383e-09,-6.956084131602572e-07,-6.401000484521547e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,0,8,9,2.385332544295234e-09,-5.745837086228785e-07,-8.231331874094413e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,pixel sizes differ between source_img and target_img
Nepal,1,1,0,1,2.3398945580835325e-09,1.438264734463727e-06,5.844885158435242e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,1,1,2,2.3641350824084514e-09,1.5075985817513e-06,7.197514238087036e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,1,8,7,2.3435260550689657e-09,1.3571689592535683e-06,5.468295262688272e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,1,8,9,2.319317466219523e-09,-1.278961983702265e-06,-7.103625052885522e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,1,2,3,2.347157552055091e-09,9.384832146370928e-07,5.959409891656524e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,1,7,6,2.3058756264229274e-09,1.2492474636866275e-06,4.943132274674531e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,1,3,4,2.3313360515615734e-09,7.514262815699438e-07,6.506239122738226e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,1,6,5,2.309463289115426e-09,5.899568081741795e-07,5.616867862976501e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,1,4,5,2.1146447476799854e-09,-6.384492636479986e-07,1.1163575649851464e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,0,9,3.1781858356479226e-09,-8.120933856894251e-07,1.2750413082950764e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,0,1,2.4475653647043954e-09,5.542581562832387e-07,6.065680700857025e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,1,8,3.11575197958073e-09,-7.100529523891139e-07,9.36935646931319e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,1,2,2.423971145961846e-09,4.180666388175989e-07,6.239015073207597e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,2,7,3.074129408869268e-09,-5.362024453487772e-07,1.092317722237228e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,2,3,2.4215493173300265e-09,7.950694521559519e-07,5.627185145007842e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,3,6,3.0309556837635033e-09,-5.926393703594858e-07,1.3895660415163584e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,3,4,2.4612626883117103e-09,1.1532944284540018e-06,5.542581562832387e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,2,4,5,2.9700729820892145e-09,-7.914583296482013e-07,2.03441215777778e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,3,0,9,1.3702820381923133e-09,-8.515064263645147e-07,1.188889863226722e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,3,1,8,1.3912499518271954e-09,-8.488238641593703e-07,1.4670506941704027e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,3,8,7,1.2521481111934706e-09,1.0275235577116476e-06,5.955282683656863e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,3,8,9,1.2508538543049968e-09,-6.79100319129424e-07,-6.489731274696664e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,3,2,7,1.4519912276545411e-09,-8.225141308360776e-07,1.2546125880549086e-06,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,3,7,6,1.2534620126749315e-09,9.82332770255044e-07,5.558057731868669e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,3,3,6,1.4917007188931182e-09,-8.239585798115195e-07,1.2237631718936009e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,3,6,5,1.2547759141543424e-09,7.144895165208229e-07,5.767503821275289e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,3,4,5,1.5329795954225199e-09,1.1761993013014767e-07,2.1047776841189967e-08,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,0,9,3.5153331474312848e-09,-7.315134500302701e-07,3.2273258643122187e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,1,8,3.556040234491637e-09,-7.151085730978191e-07,3.5781220630022946e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,8,7,1.5827250657580831e-09,5.587978390935953e-07,6.62282770594861e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,8,9,1.5811764703063254e-09,-1.008332950673524e-06,-6.477350142676221e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,2,7,3.617100865080112e-09,-8.351015002342095e-07,2.830100666534754e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,7,6,1.5635759230197764e-09,1.1889930803251044e-06,4.6315425840670727e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,3,6,3.678161495669956e-09,-7.274896067225533e-07,4.2642382913461635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,6,5,1.56669299566328e-09,1.0093647280745124e-06,6.893146792495079e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,4,4,5,3.739222126258497e-09,-6.683701195067001e-07,3.244865637348332e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,5,0,9,2.882272242152275e-09,-8.936019800468947e-07,1.2337711962956042e-06,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,5,1,8,2.8252750131027908e-09,-8.711097050047502e-07,1.2997002568418712e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,5,2,7,2.7862285708087653e-09,-8.492365357614821e-07,1.3111527301639994e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,5,3,6,2.7276589073677272e-09,-7.646327567946104e-07,1.3085732866615286e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
Nepal,1,5,4,5,2.6495660227783636e-09,-7.344023480364705e-07,1.4339313874060623e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,0,9,2.2285286505078557e-09,-1.490574648217827e-06,6.429889464583552e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,1,8,2.3081726791713146e-09,-1.5069795743481322e-06,6.976719187643797e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,9,8,1.8161884558786324e-10,-3.2159766572863274e-07,3.4130416146725045e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,2,7,2.348663813954529e-09,-1.4700428092749853e-06,7.224339860138481e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,6,8,7,1.6104219395161255e-10,-1.526995622986188e-07,5.861393006476804e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,6,3,6,2.4062145912576434e-09,-1.4378520628132511e-06,7.502913362684274e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,7,6,1.6118618559470197e-10,3.535820272033465e-07,6.62489106395917e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,6,6,5,1.6143252209841027e-10,1.5816785460943583e-07,6.384492636479986e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,6,4,5,2.452069334801186e-09,-6.511398009743168e-07,7.654581491966885e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,7,0,1,2.21556070202477e-09,7.963075653847733e-07,6.253459563238599e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,7,1,2,2.1988190831112195e-09,9.955392454801546e-07,6.932353546566967e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,7,8,9,2.2345759943363526e-09,-7.879503750409787e-07,-6.391714881495487e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,7,8,7,2.2178769663753394e-09,1.076531901905799e-06,6.865289491438354e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,7,2,3,2.222548639818205e-09,1.0621905306131885e-06,6.15028428303248e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,1,7,7,6,2.2213807214571477e-09,1.154738877457102e-06,6.51655689674811e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,7,3,4,2.227239988802704e-09,8.158077253229909e-07,5.888218628528249e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,7,6,5,2.2237362027695666e-09,9.583960461767665e-07,6.484572387691722e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,7,4,5,1.4063432523536563e-09,-5.476549186709054e-07,1.1815644011128385e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,1,8,0,9,3.181416985237166e-09,-8.96181325153657e-07,9.557135823673306e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,1,8,3.2647472879300864e-09,-8.689430315000999e-07,9.356975337292747e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,1,2,2.4623468364604795e-09,1.0079202790714122e-06,5.811868970373576e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,8,9,2.4599038619566825e-09,-1.155873773560764e-06,-6.645526120000394e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,2,7,3.346366769167795e-09,-7.824820827301617e-07,9.211498265998901e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,2,3,2.468505783023501e-09,6.717749062133948e-07,5.956314362662142e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,3,6,3.410575317644098e-09,-7.816566903280836e-07,9.411657768422374e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,3,4,2.472221858262322e-09,5.932584269605079e-07,5.742741557234404e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,1,8,4,5,3.5147381960116495e-09,-6.282349035279146e-07,9.775867516105986e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,0,4,0,1,2.949197810930987e-09,7.344879890373011e-07,8.979249443286802e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,0,7,1.069843551589385e-09,-8.403564083168881e-07,2.0566075504396905e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,1,2,2.9090210393061084e-09,6.251180929075613e-07,7.676491153826396e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,6,5,2.9646147069096477e-09,6.425224997667036e-07,7.492148363932727e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,6,7,2.9460852011040572e-09,-5.15542192887573e-07,-7.75887895996412e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,2,3,2.949217326561438e-09,4.715676547099068e-07,8.031788690562848e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,5,4,2.9646147069109997e-09,5.628122531321495e-07,7.507595954816035e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,8,9,3.125145314795243e-09,3.9525588300701264e-07,7.507595954816035e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,0,4,9,10,3.125125830060249e-09,2.284204036769676e-07,7.999863734880018e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558931068e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,0,4,9,14,1.1387761299835054e-09,-9.276876203224932e-07,7.181134052013774e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,14,15,3.185344292751327e-09,-3.1842917518574326e-07,-7.099776019792262e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,14,13,3.1853248080163333e-09,5.52925686931419e-07,7.302656213387936e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,10,11,3.163604986868106e-09,4.5076469928522706e-07,7.368566655222618e-07,1.029848558861679e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558931068e-07,
PR8_Nepal,0,4,13,12,3.203716427077745e-09,7.112134288926933e-07,7.640446611408655e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,16,17,3.17860994963772e-09,4.1842749028687076e-07,7.206880364199328e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,17,18,3.2203625521035933e-09,3.3171421629150225e-07,7.197611416813295e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,22,21,3.222067349643079e-09,4.4355579080167916e-07,8.244967114390708e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,22,23,3.2203625521035933e-09,-2.048368745272415e-07,-8.216131971526576e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,18,19,3.260412114951528e-09,7.096686206973565e-07,7.798013315200557e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,21,20,3.282183228177889e-09,8.141982847788612e-07,8.41901216512225e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,4,19,20,1.0354286543364565e-09,-7.052402982156064e-07,4.2378265840021805e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,0,1,3.1350363770899906e-09,7.220268407250211e-07,7.743431369080812e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,0,7,1.2168225933688582e-09,-5.197645605860806e-07,2.1194284244942265e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,1,2,2.912091246208988e-09,6.013285966978413e-07,7.557028540284658e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,6,5,2.9885564686154048e-09,5.820704003614924e-07,7.394312475841634e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,6,7,2.969224406606014e-09,-5.386107982489383e-07,-7.71047614841171e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,2,3,2.8904473932492898e-09,4.6374078366261935e-07,8.530235605194166e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,5,4,2.8703386437417606e-09,5.325346901802302e-07,8.400474270350183e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,8,9,3.0507709789334267e-09,4.617841150078035e-07,6.545717385124985e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,8,15,6.504359727234279e-10,-8.176997616290139e-07,-1.9402347497166513e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,9,10,3.070614581427407e-09,4.5673782996231393e-07,7.177014465278864e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,14,13,3.093761720195049e-09,5.283123224817228e-07,7.913356342007384e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,14,15,3.073896905939984e-09,-3.940200560669141e-07,-7.460222917179838e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,10,11,3.1102825179485737e-09,6.076106595497919e-07,7.325312712754793e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,5,13,12,3.0904389154545934e-09,8.351042175951621e-07,8.191415433257235e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,0,1,3.5780290110135575e-09,8.348982628119196e-07,4.847496938705415e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,1,2,3.578029011012162e-09,3.0071578704473125e-07,6.799060429175555e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,6,5,3.5670366023762325e-09,3.881499273349515e-07,7.558058314200871e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,6,7,3.546386952962455e-09,-3.988603372221551e-07,-7.502446594164912e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,2,3,3.576176840263431e-09,3.940200560669141e-07,6.779493251557336e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,5,4,3.5688486090334183e-09,4.883541972193215e-07,8.152281078020797e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,3,4,2.281141180304912e-09,-6.048300735479939e-07,2.741456802797102e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,8,9,2.897320821944293e-09,6.72079171870268e-07,7.5281929068577e-07,1.029848558861679e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558931068e-07,
PR8_Nepal,0,6,9,10,2.874976980870181e-09,4.5220648098193664e-07,7.413879653959383e-07,1.029848558861679e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558931068e-07,
PR8_Nepal,0,6,9,14,2.7007593479279017e-09,-1.1113096175818184e-06,8.55392187905358e-07,1.029848558861679e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558861679e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,0,6,14,15,2.8303529340052084e-09,-6.478777169870568e-07,-7.934983067458028e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,14,13,2.8095017728597426e-09,4.819691078687436e-07,8.299549551580513e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,10,11,2.873495861461737e-09,6.036972240261481e-07,7.13170146702567e-07,1.029848558861679e-07,1.029848558931068e-07,1.029848558861679e-07,1.029848558861679e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,0,6,13,12,2.8676524535075e-09,9.819605851603691e-07,2.84135223872062e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,16,17,3.730894304479449e-09,5.979300481323038e-07,7.299566400569238e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,17,18,3.727018050656632e-09,4.122483557195354e-07,7.196581642897083e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,22,23,3.4123227334248032e-09,-5.052437171203575e-07,-7.3407603036381e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,22,21,3.41057551236315e-09,3.339798907816909e-07,7.244984454449492e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,18,19,3.2783058644582783e-09,-1.8743244556994655e-06,-2.2842041349836878e-06,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,21,20,3.410555409719013e-09,2.344965117456757e-07,7.633237702925108e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
PR8_Nepal,0,6,19,20,2.314656544878443e-09,-6.540568024473862e-07,6.128628993785239e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,1.029848558861679e-07,
